Id,State,PostalCode,Categories,PriceRangeMax
986,MI,48212,Pizza Place,25
987,MI,48201,Pizza Place,25
988,MI,48084,"Pizza Place,Restaurant",25
989,MI,48823,Pizza Place,25
990,MI,48201,Pizza Place,25
991,MI,48204,Pizza Place,25
992,MI,48307,"Pizza Place,Pizza Place Downtown Rochester",25
993,MI,49417,Pizza Place,25
994,MI,48038,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",25
995,MI,48035,"Pizza Place,Restaurant",40
996,MI,48329,Pizza Place,25
997,MI,48038,Pizza Place,25
998,MN,55112,"Bar,Pizza Place",25
999,MN,55344,"Pizza,Italian Restaurant,wich Place,Pizza Place,Sandwich Place,Restaurants",40
1000,MN,55125,Pizza Place,40
1001,MN,55121,Pizza Place,40
1002,MN,55304,"Pizza,Pizza Place",25
1003,MN,56071,Pizza Place,25
1004,MN,55123,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
1005,MN,55402,"Pizza,Pizza Place Downtown West,Pizza Place,Bakeries,Restaurants",25
1006,MN,55379,"Pizza,Pizza Place",25
1007,MN,55068,Pizza Place,25
1008,MN,55901,"Pizza Place,Catering,Restaurants",25
1009,MN,55901,"Restaurant,Pizza Place,Restaurants",25
1010,MN,55105,"Restaurant,Pizza Place",25
1011,MN,55116,"Restaurant,Pizza Place",25
1012,MN,55426,"Restaurant,Pizza Place",25
1013,MN,55343,"Restaurant,Pizza Place,Restaurants",25
1014,MN,55024,"Restaurant,Pizza Place",25
1015,MN,55125,"Restaurant,Pizza Place",25
1016,MN,55387,"Restaurant,Pizza Place",25
1017,MN,55102,Pizza Place,25
1018,MN,55129,Pizza Place,25
1019,MN,55423,Pizza Place,40
1020,MN,55404,Pizza Place,40
1021,MN,55118,"Pizza Place,Pizza,Caterers,Restaurants",40
1022,MN,55904,"Pizza Place,Restaurant",25
1023,MO,63101,"Pizza Place Downtown East,Pizza Place",25
1024,MO,65737,Pizza Place,25
1025,MO,63005,"Restaurant,Pizza Place",25
1026,MO,63105,"Pizza,Restaurant,Caterers,Delicatessens,Pizza Place,Restaurants",25
1027,MO,64116,Pizza Place,40
1028,MO,63301,"Pizza,Italian Restaurant,Pizza Place,Restaurants",25
1029,MO,64055,Pizza Place,25
1030,MO,63304,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",25
1031,MO,65807,"Restaurant,Pizza Place,Restaurants",25
1032,MO,64108,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",40
1033,MO,65340,"Restaurant,Pizza Place,Restaurants",25
1034,MO,65201,"Restaurant,Pizza Place,Restaurants",25
1035,MO,64468,Pizza Place,25
1036,MO,65616,"Restaurant,Pizza Place",25
1037,MO,63144,"Restaurant,BBQ Joint,Pizza Place,Pizza Place and BBQ Joint",40
1038,MO,63011,"Restaurant,Pizza Place",25
1039,MO,65203-3700,"Pizza,Bar,Brick Pizza Oven,Pizza Place,Restaurants",40
1040,MO,63376,"Restaurant,Pizza Place",25
1041,MO,65584,Pizza Place,25
1042,MO,63103,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place and Italian Restaurant Grand Center,Pizza Place",40
1043,MO,65807,"Mexican Restaurant,Pizza Place",25
1044,MO,65203,"Restaurant,Pizza Place",25
1045,MO,63117,"Restaurant,Pizza Place",40
1046,MO,65806,"Pizza Place,Pizza Place Downtown Springfield",40
1047,MO,63109,Pizza Place,25
1048,MO,65807,Pizza Place,25
1049,MO,65401,"Pizza Place,Restaurant",25
1050,MO,65251,Pizza Place,25
1051,MS,39560,"Pizza,Pizza Place",25
1052,MS,39501,Pizza Place,25
1053,MS,38671,Pizza Place,25
1054,MS,38672,"Pizza,Food and Beverage,Pizza Place",25
1055,MS,39530,"Pizza Place,Dessert Shop",40
1056,MS,39042,"Restaurant,Pizza Place",25
1057,MS,39531,"Restaurant,Pizza Place",25
1058,MT,59801,"Pizza Place,Restaurants",25
1059,NC,27613,"Pizza,Restaurant,Pizza Place,Restaurants",25
1060,NC,27403,"Restaurant,Pizza Place Brice Street Area,Pizza Place",40
1061,NC,28227,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",25
1062,NC,27604,Pizza Place,25
1063,NC,27587,"Pizza,American restaurants,Pizza Place,Restaurants",25
1064,NC,27310,"Pizza,Pizza Place,Restaurants,Bars",25
1065,NC,27705,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",25
1066,NC,27519,Pizza Place,25
1067,NC,28031,Pizza Place,25
1068,NC,28777,"Pizza,Restaurant,Pizza Place,Restaurants",25
1069,NC,28607,"Bar,Pizza Place",25
1070,NC,27408,"Restaurant,Bar,Pizza Place",25
1071,NC,27707,Pizza Place,25
1072,NC,27409,Pizza Place,25
1073,NC,27927,Pizza Place,25
1074,NC,28079,Pizza Place,25
1075,NC,28211,"Restaurant,Pizza Place",25
1076,NC,28215,"Pizza,Restaurant,Pizza Place,Restaurants",25
1077,NC,27712,"Pizza Place,Restaurants",25
1078,NC,28209,"Restaurant,Pizza Place,Restaurants",25
1079,NC,28202,"Restaurant,Pizza Place,Restaurants",25
1080,NC,28204,"Pizza Place,Restaurants",40
1081,NC,28215,"Pizza,Pizza Place",25
1082,NC,28546,Pizza Place,25
1083,NC,28036,"Restaurant,Pizza Place,Restaurants",40
1084,NC,27601,"Restaurant,Pizza Place,Restaurants",25
1085,NC,28303,"Pizza Place,Catering,Restaurants",25
1086,NC,27948,"Pizza Place, Sandwich Place, and American Restaurant,Pizza Place,Restaurants",25
1087,NC,27028,"Pizza,Pizza Place",25
1088,NC,27215,"Pizza,Restaurant,Bar,Pizza Place,Pizza Place and Bar,Restaurants",40
1089,NC,28209,"Pizza Place Madison Park,Pizza Place",25
1090,NC,28027,Pizza Place,25
1091,NC,28658,"Italian Restaurant,Pizza Place",40
1092,NC,28075,"Pizza Place,Harrisburg Restaurants",25
1093,NC,28104,Pizza Place,25
1094,NC,28277,"Pizza Place and Salad Place,Salad Place,Pizza Place",40
1095,NC,27534,Pizza Place,25
1096,NC,28461,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",25
1097,NC,28027,"Pizza,Pizza Place,Restaurants",25
1098,NC,27701,"Italian Restaurant,Pizza Place",40
1099,NC,27262,"Italian Restaurant,Pizza Place",25
1100,NC,27518,"Restaurant,Pizza Place",25
1101,NC,28203,"Restaurant,Pizza Place",25
1102,NC,28412,"Restaurant,Pizza Place",40
1103,NC,27025,"Restaurant,Pizza Place",25
1104,NC,28791,"Restaurant,Pizza Place",25
1105,NC,28277,Pizza Place,40
1106,NC,28277,Pizza Place,40
1107,NC,27106,"Restaurant,Pizza Place",25
1108,NC,28270,"Restaurant,Pizza Place",40
1109,NC,27707,Pizza Place,40
1110,NC,28269,Pizza Place,40
1111,NC,28205,"Restaurant,Pizza Place",40
1112,NC,28403,"Italian Restaurant,Pizza Place",25
1113,NC,28031,"Pizza Place,Sandwich Place",25
1114,NC,27610,Pizza Place,40
1115,NC,27401,"Pizza,Delicatessens,American restaurants,Pizza Place,Restaurants",25
1116,NC,28792,Pizza Place,25
1117,NC,28711,Pizza Place,40
1118,NC,27513,"Pizza,Pizza Place,Restaurants",25
1119,NC,27560,"Pizza Place,Italian Restaurant",25
1120,NC,28270,"Restaurant,Pizza Place",25
1121,NC,28226,Pizza Place,25
1122,NC,28204,"Pizza Place,Wings Joint,Pizza Place and Wings Joint Elizabeth,Pizza Place and Wings Joint",40
1123,NC,27302,"Deli / Bodega,Pizza Place",25
1124,NC,27609,"Restaurant,Pizza Place,Restaurants",25
1125,NC,27523,"Pizza Place,Restaurants,Pizza",25
1126,NC,28659,Pizza Place,25
1127,NC,27587,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",25
1128,ND,58203,"Restaurant,Pizza Place",25
1129,NE,68508,"Bar,Pizza Place,Pub",40
1130,NE,69162,Pizza Place,25
1131,NE,68526,Pizza Place,25
1132,NE,69301,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",25
1133,NE,68118,"Pizza,American restaurants,Karaoke,Pizza Place,Restaurants",40
1134,NE,68144,"Restaurant,Pizza Place",25
1135,NE,68136,Pizza Place,25
1136,NE,68503,Pizza Place,25
1137,NE,68132,"Pizza Place,Bar,Sports Bar,Restaurants,Pizza,Ne\\pizza Place",40
1138,NJ,,"Pizza Place,Restaurants",25
1139,NM,87501,"Pizza,Pizza Place,Restaurants",25
1140,NM,87110,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",40
1141,NM,87501,Pizza Place,25
1142,NM,88220,"Restaurant,Pizza Place,Restaurants",25
1143,NM,87120,"Restaurant,Pizza Place",25
1144,NM,87109,"Restaurant,Pizza Place",25
1145,NM,87102,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",25
1146,NM,87113,"Restaurant,Pizza Place Nor Este,Pizza Place",25
1147,NM,87505,"Restaurant,Pizza Place",25
1148,NM,87532,"Restaurant,Pizza Place",25
1149,NM,88001-5672,Pizza Place,25
1150,NM,88101,Pizza Place,25
1151,NV,89081,"Restaurant,Pizza Place",25
1152,NV,89521,"Pizza Place,Restaurants",25
1153,NV,89149,Pizza Place,40
1154,NV,89052,"Restaurant,Pizza Place",25
1155,NV,89431,Pizza Place,25
1156,NV,89431,"Pizza,Pizza Place,Restaurants,Bars",25
1157,NV,89119,"Pizza,Restaurant,Pizza Restaurants,Fast Food,Pizza Place,Restaurants",25
1158,NV,89052,"Restaurant,Pizza Place",25
1159,NV,89509,"Restaurant,Pizza Place",25
1160,NV,89052,"Restaurant,Pizza Place",25
1161,NV,89431,"Restaurant,Pizza Place",25
1162,NV,89169,"Restaurant,Pizza Place",25
1163,NV,89169,Pizza Place,25
1164,NV,89119,"Pizza,Restaurant,Pizza Place,Restaurants",25
1165,NV,89117,Pizza Place,25
1166,NV,89128,Pizza Place,25
1167,NV,89501,"Pizza Place,Pizza",25
1168,NV,89521,"Pizza Place,Pizza,Restaurants",25
1169,NV,89142,Pizza Place,25
1170,NV,89128,"Pizza Place,Restaurant,Fast Food,Pizza",25
1171,NY,10075,"Restaurant,Pizza Place Upper East Side,Pizza Place",40
1172,NY,12603,"Restaurant,Pizza Place,Restaurants",25
1173,NY,13461,"Pizza,Pizza Place,Restaurants",25
1174,NY,11801,"Pizza,Restaurant,Italian Restaurant,Pizza Place,Restaurants",25
1175,NY,14225,Pizza Place,25
1176,NY,11377,"Italian Restaurant,Pizza Place",40
1177,NY,10002,"Restaurant,Pizza Place",25
1178,NY,11570,Pizza Place,25
1179,NY,10007,Pizza Place,25
1180,NY,11220,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",25
1181,NY,10583,"Italian Restaurant,Pizza Place",40
1182,NY,11222,"Restaurant,Pizza Place",25
1183,NY,11416,"Pizza,Restaurant,Pizza Place,Pizza Restaurant",25
1184,NY,11212,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",25
1185,NY,11729,"Pizza,Restaurant,Pizza Place,Restaurants",25
1186,NY,10901,Pizza Place,25
1187,NY,11366,Pizza Place,25
1188,NY,11801,"Restaurant,Pizza Place",25
1189,NY,10024,"Restaurant,Pizza Place",25
1190,NY,14120,"Pizza,Pizza Place,Restaurants",25
1191,NY,11385,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",25
1192,NY,10950,Pizza Place,40
1193,NY,13502,"Restaurant,Pizza Place",25
1194,NY,11230,"Pizza,Restaurant,Sushi,Pizza Place",25
1195,NY,11767,"Restaurant,Pizza Place",25
1196,NY,11362,"Pizza,Pizza Place,Restaurants",40
1197,NY,11204,Pizza Place,25
1198,NY,10280,Pizza Place,40
1199,NY,11747,"Restaurant,Pizza Place",25
1200,NY,11783,"American Restaurant,American Restaurant and Pizza Place,Pizza Place",40
1201,NY,10465,"Pizza Place,Catering,Restaurants",25
1202,NY,11768,"Italian Restaurant,Pizza Place",25
1203,NY,11229,"Pizza,Pizza Place Homecrest,Pizza Place,Locksmiths,Restaurants",25
1204,NY,10022,"Pizza,Restaurant,Vegetarian,Pizza Place,Kosher",40
1205,NY,11103,"Restaurant,Pizza Place",25
1206,NY,10009,"Restaurant,Pizza Place",40
1207,NY,11379,Pizza Place,40
1208,NY,13057,"Restaurant,Pizza Place",25
1209,NY,10546,Pizza Place,25
1210,NY,10594,"Italian Restaurant,Pizza Place",40
1211,NY,11354,Pizza Place,25
1212,NY,10027,"Pizza,Restaurant,Pizza Place",25
1213,NY,11375,"Pizza,Restaurant,Pizza Place,Restaurants",25
1214,NY,10992,"Pizza,Italian Restaurant,Pizza Place",25
1215,NY,10591,Pizza Place,25
1216,NY,12401,Pizza Place,25
1217,NY,10003,"Pizza,Restaurant,Italian,Pizza Place",40
1218,NY,10956,"Office,Pizza Place,Pizza Place and Office",25
1219,NY,10588,Pizza Place,25
1220,NY,10989,"Restaurant,Pizza Place",25
1221,NY,10016,"Pizza,Restaurant,Italian,Pizza Place",25
1222,NY,10462,Pizza Place,25
1223,NY,11360,Pizza Place,25
1224,NY,11561,"Italian Restaurant,Pizza Place",25
1225,NY,11787,Pizza Place,25
1226,NY,11226,Pizza Place,25
1227,NY,14216,Pizza Place,25
1228,NY,10013,"Restaurant,Pizza Place",25
1229,NY,12528,Pizza Place,25
1230,NY,11432,"Italian Restaurant,Pizza Place",25
1231,NY,11777,Pizza Place,25
1232,NY,11385,"Pizza,Pizza Place,Restaurants",25
1233,NY,11357,Pizza Place,25
1234,NY,11797,Pizza Place,25
1235,NY,14467,"Restaurant,Pizza Place",25
1236,NY,13045,"Pizza Place,Restaurants",25
1237,NY,13760,Pizza Place,25
1238,NY,10960,"Italian Restaurant,Pizza Place",25
1239,NY,11758,"Italian Restaurant,Pizza Place",40
1240,NY,12180,Pizza Place,40
1241,NY,11211,"Pizza Place,Pizza Place Williamsburg",25
1242,NY,11702,"Restaurant,Pizza Place",25
1243,NY,11201,"Restaurant,Pizza Place",40
1244,NY,11530,"Italian Restaurant,Pizza Place",40
1245,NY,10024,"Pizza,Restaurant,Italian,Pizza Place",25
1246,NY,10451,Pizza Place,25
1247,NY,11701,"Italian Restaurant,Pizza Place",40
1248,NY,10019,"Pizza,Restaurant,Wings,Breakfast & Brunch,Pizza Place",40
1249,NY,10019,"Restaurant,Pizza Place",25
1250,NY,14850,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
1251,NY,11218,"Pizza,Pizza Place Kensington,Restaurant,Pizza Place",25
1252,NY,10022,"Restaurant,Pizza Place",25
1253,NY,11735,"Italian Restaurant,Pizza Place",40
1254,NY,11215,"Pizza Place Gowanus,Pizza Place",25
1255,NY,13208,Pizza Place,25
1256,NY,10462,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",25
1257,NY,11355,"Pizza,Fried Chicken Joint,Chicken,Pizza Place",25
1258,NY,11214,"Pizza,Pizza Place Bensonhurst,Take Out,Carry-out food,Pizza Place,Restaurants,Pizza Delivery",25
1259,NY,11375,"Pizza,Italian,American,Pizza Place",40
1260,NY,10034,"Pizza,Restaurant,Italian,Pizza Place",40
1261,NY,11691,"Pizza,Restaurant,Pizza Place",25
1262,NY,11967,"Italian Restaurant,Pizza Place",25
1263,NY,10505,Pizza Place,25
1264,NY,10033,"Pizza,Restaurant,Kosher,Pizza Place,Restaurants",25
1265,NY,14223,"Pizza,Restaurant,Pizza Place,Restaurants",25
1266,NY,14150,Pizza Place,25
1267,NY,11795,Pizza Place,25
1268,NY,10025,"Pizza,Restaurant,Italian,Breakfast & Brunch,Pizza Place",25
1269,NY,10467,"Pizza,American restaurants,Pizza Place,Restaurants",25
1270,NY,10003,"Pizza,Restaurant,Italian,Pizza Place",25
1271,NY,11201,"Restaurant,Pizza Place DUMBO,Pizza Place",25
1272,NY,11558,Pizza Place,25
1273,NY,13206,"Pizza,Restaurant,Pizza Place,Restaurants",25
1274,NY,14425,Pizza Place,25
1275,NY,10016,Pizza Place,25
1276,NY,11385,Pizza Place,25
1277,NY,11222,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",25
1278,NY,14480,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",25
1279,NY,11566,"Restaurant,Pizza Place,Restaurants",25
1280,NY,11577,"Pizza,Franchising,Pizza Place,Restaurants",25
1281,NY,14226,"Pizza,Restaurant,Caterers,Pizza Place,Catering,Restaurants",25
1282,NY,13208,"Pizza Place,Catering,Restaurants",25
1283,NY,14701,"Pizza Place,Restaurants",25
1284,NY,14623,"Pizza,Restaurant,Pizza Place,Restaurants",25
1285,NY,10021,"Italian Restaurant,Pizza Place",40
1286,NY,11003,Pizza Place,25
1287,NY,12206,Pizza Place,25
1288,NY,14845,Pizza Place,25
1289,NY,11201,"Restaurant,Pizza Place,Restaurants",25
1290,NY,11769,"Italian Restaurant,Pizza Place",25
1291,NY,10509,"Italian Restaurant,Pizza Place",25
1292,NY,11414,"Pizza Place Howard Beach,Restaurant,Pizza Place",25
1293,NY,14150,"Pizza,Restaurant,Pizza Place,Restaurants",25
1294,NY,13207,"Pizza,Restaurant,Pizza Place,Restaurants",25
1295,NY,14108,"Pizza,Restaurant,Pizza Place,Restaurants",25
1296,NY,13148,Pizza Place,25
1297,NY,13501,"Pizza Place,Catering,Restaurants",25
1298,NY,11717,"Pizza,American restaurants,Pizza Place,Restaurants",25
1299,NY,11735,"Pizza,Italian Restaurant,Restaurant,Pizza Place,Restaurants",25
1300,NY,12449,"Pizza Place,Restaurants",25
1301,NY,11793,"Restaurant,Pizza Place,Restaurants",25
1302,NY,14616,"Pizza,Italian restaurants,Pizza Place,Restaurants",25
1303,NY,14850,"Pizza,Italian restaurants,Pizza Place,Restaurants",25
1304,NY,11705,"Pizza,Pizza Place,Restaurants",25
1305,NY,11566,"Restaurant,Pizza Place,Restaurants",25
1306,NY,12206,"Pizza Place,Restaurants",25
1307,NY,12866,"Pizza,American restaurants,Karaoke,Pizza Place,Restaurants",25
1308,NY,12901,"Restaurant,Pizza Place,Restaurants",25
1309,NY,14414,"Pizza,Pizza Place,Restaurants",25
1310,NY,14150,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",25
1311,NY,14845,Pizza Place,25
1312,NY,12534,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",40
1313,NY,11201,"Restaurant,Pizza Place",25
1314,NY,10065,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",25
1315,NY,11215,"Pizza Place Central Slope,Pizza Place",25
1316,NY,10016,"Pizza,Restaurant,Italian,Pizza Place",25
1317,NY,10012,"Restaurant,Pizza Place",25
1318,NY,12084,"Restaurant,Pizza Place",25
1319,NY,11222,"Pizza Place Greenpoint,Pizza Place",25
1320,NY,10033,"Pizza,Pizza Restaurants,Pizza Place",25
1321,NY,10024,Pizza Place,25
1322,NY,10016,"Pizza Place,Restaurants",25
1323,NY,11530,Pizza Place,25
1324,NY,10011,"Restaurant,Pizza Place Chelsea,Pizza Place",40
1325,NY,12401,"Italian Restaurant,Pizza Place",40
1326,NY,11714,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
1327,NY,12208,Pizza Place,25
1328,NY,11385,"Pizza,Restaurant,Italian,Pizza Place",40
1329,NY,11050,"Italian Restaurant,Pizza Place",25
1330,NY,13820,"American Restaurant,Pizza Place",40
1331,NY,12538,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",25
1332,NY,11710,Pizza Place,25
1333,NY,11204,Pizza Place,25
1334,NY,10522,"Restaurant,Pizza Place",25
1335,NY,11214,"Restaurant,Pizza Place,Pizza Place Gravesend",25
1336,NY,10017,"Italian Restaurant,Pizza Place",25
1337,NY,11207,"Pizza,Restaurant,Italian,Pizza Place Bushwick,Pizza Place",25
1338,NY,10016,"Pizza,Italian Restaurant,Restaurant,Pizza Place",40
1339,NY,14218,Pizza Place,25
1340,NY,11415,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",25
1341,NY,10010,"Pizza,Restaurant,Italian,Pizza Place",25
1342,NY,10011,"Restaurant,Pizza Place",40
1343,NY,11361,"Pizza,Restaurant,Pizza Restaurants,Italian,Pizza Place,Restaurants",25
1344,NY,14202,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
1345,NY,10009,"Pizza Place,Restaurant,Pizza",26
1346,NY,10580,"Pizza,American restaurants,Pizza Place,Restaurants",19
1347,NY,12601,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
1348,NY,10016,"Pizza,Italian,Pizza Place",25
1349,NY,11378,"Pizza,Restaurant,Pizza Place,Restaurants",25
1350,NY,11694,"Restaurant,Pizza Place,Restaurants",25
1351,NY,10458,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
1352,NY,10471,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",40
1353,NY,10463,"Pizza,Restaurant,Pizza Place,Restaurants",25
1354,NY,10471,"Pizza,Pizza Place,Restaurants",25
1355,NY,11209,"Pizza,Restaurant,Pizza Place,Restaurants",25
1356,NY,11372,"Pizza,Restaurant,Italian Restaurant,Pizza Place,Restaurants",25
1357,NY,10014,"Pizza,Restaurant,Delicatessens,Pizza Place,Restaurants",40
1358,NY,11217,"Pizza,Restaurant,Pizza Place,Restaurants",25
1359,NY,10470,"Pizza,Restaurant,Pizza Place,Restaurants",25
1360,NY,11223,"Pizza,Restaurant,Pizza Place,Pizza Place Gravesend,Restaurants",25
1361,NY,11795,"Restaurant,Pizza Place",25
1362,NY,11225,Pizza Place,25
1363,NY,10956,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",25
1364,NY,11238,"Pizza,Restaurant,Pizza Place Clinton Hill,Pizza Place,Restaurants",25
1365,NY,11217,"Pizza,Restaurant,Take Out,Pizza Place Boerum Hill,Pizza Place,Restaurants,Pizza Delivery",25
1366,NY,11385,"Restaurant,Pizza Place,Restaurants",40
1367,NY,11225,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",25
1368,NY,10019,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",25
1369,NY,10467,"Pizza,Restaurant,Pizza Place,Restaurants",25
1370,NY,10458,"Pizza,Restaurant,Pizza Place,Restaurants",25
1371,NY,10009,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",25
1372,NY,10026,"Pizza,Restaurant,Pizza Restaurants,Italian restaurants,Pizza Place,Restaurants",25
1373,NY,11801,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",25
1374,NY,10006,"Pizza,Restaurant,Breakfast & Brunch,Pizza Place,Restaurants",25
1375,NY,11215,Pizza Place,25
1376,NY,10014,Pizza Place,25
1377,NY,11040,"Restaurant,Pizza Place",25
1378,NY,11729,"Pizza,Pizza Place",25
1379,NY,10119,"Italian Restaurant,Pizza Place",25
1380,NY,10012,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
1381,NY,10014,"Pizza,Restaurant,Pizza Place,Restaurants",25
1382,NY,11209,"Pizza,Restaurant,Pizza Place,Restaurants",25
1383,NY,10580,Pizza Place,25
1384,NY,14043,"Pizza,Pizza Place,Restaurants",25
1385,NY,10018,"Italian Restaurant,Pizza Place",40
1386,NY,10024,"Pizza,Restaurant,Breakfast & Brunch,Pizza Place",25
1387,NY,11747,"Italian Restaurant,Pizza Place",25
1388,NY,11791,Pizza Place,25
1389,NY,10017,"Pizza Restaurants,Pizza Place,Family Restaurants,Restaurants",25
1390,NY,10010,"Pizza Restaurants,Pizza Place,Restaurants",40
1391,NY,14207,"Pizza,Pizza Restaurants,Pizza Place,Restaurants",25
1392,NY,11735,"Pizza,Italian Restaurant,Pizza Restaurants,Italian restaurants,Pizza Place,Restaurants",40
1393,NY,11102,"Pizza,Italian,Mexican,Pizza Place",25
1394,NY,10012,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",40
1395,NY,10128,"Pizza,Wings,Pizza Place,Locks & Locksmiths",40
1396,NY,11215,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",25
1397,NY,11417,"Pizza,Pizza Place",25
1398,NY,11372,"Pizza,Restaurant,Pizza Place",25
1399,NY,10022,"Pizza,Restaurant,Italian,Pizza Place",25
1400,NY,11209,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",40
1401,NY,10019,"Pizza,Restaurant,Wings,Breakfast & Brunch,Pizza Place",25
1402,NY,11221,"Pizza,Restaurant,Wings,Pizza Place",25
1403,NY,10065,"Pizza,Italian Restaurant,Italian,Pizza Place",25
1404,NY,10014,"Pizza,Restaurant,Italian,American,Pizza Place,Restaurants",40
1405,NY,10003,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",40
1406,NY,10004,"Pizza,Restaurant,Pizza Place",25
1407,NY,10001,"Pizza,Restaurant,Pizza Place",25
1408,NY,10021,"Pizza,Restaurant,Pizza Place",25
1409,NY,10016,"Pizza,Restaurant,Italian,Pizza Place",25
1410,NY,10065,"Pizza,Restaurant,Italian,Pizza Place",25
1411,NY,11215,"Pizza,Restaurant,Italian,Pizza Place,Sandwiches",25
1412,NY,14150,Pizza Place,25
1413,NY,10463,"Restaurant,Pizza Place",25
1414,NY,10471,"Restaurant,Pizza Place North Riverdale,Pizza Place",25
1415,NY,10704,"Pizza Place,Pizza,Restaurants",25
1416,NY,11201,"New York City,Restaurant,Pizza Place Downtown Brooklyn,Pizza Place",40
1417,NY,13207,"Restaurant,Pizza Place",25
1418,NY,11772,"Restaurant,Pizza Place",25
1419,NY,10002,"Restaurant,Pizza Place",25
1420,NY,11201,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place",25
1421,NY,10009,"Restaurant,Pizza Place",25
1422,NY,14043,"Restaurant,Pizza Place",25
1423,NY,10022,"Restaurant,Pizza Place",25
1424,NY,14213,"Restaurant,Pizza Place",25
1425,NY,14221,"Restaurant,Pizza Place",40
1426,NY,11514,"Restaurant,Pizza Place",25
1427,NY,11367,"Restaurant,Pizza Place",25
1428,NY,11106,"Restaurant,Pizza Place",25
1429,NY,10002,"Pizza,Restaurant,Pizza Place",25
1430,NY,11211,"Restaurant,Bar,Pizza Place",40
1431,NY,11208,"Restaurant,Pizza Place",25
1432,NY,10016,"Pizza,Restaurant,Pizza Place",25
1433,NY,11372,"Restaurant,Pizza Place",25
1434,NY,11228,"Pizza Place and Italian Restaurant Dyker Heights,Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",25
1435,NY,11205,"Pizza,Restaurant,Pizza Place,Restaurants",25
1436,NY,11803,"Restaurant,Pizza Place,Restaurants",25
1437,NY,11783,"Restaurant,Pizza Place",25
1438,NY,10003,"Restaurant,Pizza Place",25
1439,NY,10469,"Pizza,Restaurant,Pizza Place",25
1440,NY,10019,"Pizza,Restaurant,Italian,Pizza Place",25
1441,NY,10543,"Restaurant,Pizza Place",25
1442,NY,11211,"Italian Restaurant,Restaurant,Italian Restaurant and Pizza Place Williamsburg,Pizza Place,Italian Restaurant and Pizza Place",55
1443,NY,10461,"Restaurant,Pizza Place",25
1444,NY,11570,"Restaurant,Pizza Place",25
1445,NY,10002,"Restaurant,Pizza Place",25
1446,NY,10710,"Restaurant,Pizza Place,Pizza Place Northeast Yonkers",40
1447,NY,10462,"Restaurant,Pizza Place",25
1448,NY,11103,"Pizza,Restaurant,Pizza Place",25
1449,NY,11226,"Restaurant,Pizza Place,Restaurants",25
1450,NY,11226,"Pizza,Restaurant,Pizza Place,Pizza Place Flatbush",25
1451,NY,11702,"Pizza,Restaurant,Food Delivery,Pizza Place,Restaurants",25
1452,NY,12866,"Restaurant,Pizza Place",25
1453,NY,10514,"Pizza,Restaurant,Pizza Place,Restaurants",25
1454,NY,11215,"Restaurant,Pizza Place",25
1455,NY,11222,"Restaurant,Pizza Place",40
