Id,State,PostalCode,Categories,PriceRangeMax
488,FL,34474,"Restaurant,Pizza Place",25
489,FL,32217,"Restaurant,Pizza Place",25
490,FL,33129,"Pizza,Restaurant,Pizza Place",25
491,FL,32809,"Restaurant,Pizza Place",25
492,FL,33611,"Pizza,Restaurant,Pizza Place,Pizza Place Southwest Tampa,Restaurants",25
493,FL,32223,"Pizza,Pizza Place Loretto,Restaurant,Karaoke,Pizza Place,Restaurants",25
494,FL,34695,"Restaurant,Pizza Place",25
495,FL,32817,"Pizza,Restaurant,Pizza Place",25
496,FL,32763,Pizza Place,25
497,FL,32176,"Pizza Place,Fl\\pizza Place",25
498,FL,33067,"Pizza,Pizza Place,Restaurants,Italian Restaurants",25
499,FL,34957,"Restaurant,Pizza Place",25
500,FL,32904,"Restaurant,Pizza Place",25
501,FL,32771,"Restaurant,Pizza Place",25
502,FL,32822,"Restaurant,Pizza Place",25
503,FL,32801,"Restaurant,Pizza Place",25
504,FL,33181,"Restaurant,Pizza Place",25
505,FL,33431,"Restaurant,American Restaurant,Pizza Place and American Restaurant,Pizza Place",40
506,FL,32780,Pizza Place,25
507,FL,32707,"Restaurant,Pizza Place",25
508,FL,32707,"Italian Restaurant,Pizza Place",40
509,FL,33458,"Italian Restaurant,Pizza Place",40
510,FL,33765,Pizza Place,25
511,FL,32825,"Pizza,Restaurant,Italian,Pizza Place",25
512,FL,33904,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place,Restaurants",40
513,FL,34470,"Restaurant,Pizza Place",40
514,FL,32958,"Italian Restaurant,Pizza Place",40
515,FL,32720,"Italian Restaurant,Pizza Place",40
516,FL,32796,"Italian Restaurant,Pizza Place",25
517,FL,34746,Pizza Place,40
518,FL,33434,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
519,FL,33426,Pizza Place,25
520,FL,33626,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",25
521,FL,32955,"Italian Restaurant,Pizza Place",25
522,FL,32601,Pizza Place,25
523,FL,33040,"Pizza Place,Restaurants",25
524,FL,33021,Pizza Place,25
525,FL,32839,"Pizza Place,Italian Restaurant",25
526,FL,32174,"Pizza,Italian Restaurants,Restaurants,Pizza Place",25
527,FL,33012,"Italian Restaurant,Pizza Place",40
528,FL,33139,"Pizza Place,Restaurant,Pizza",40
529,FL,34711,"Italian Restaurant,Pizza Place",40
530,FL,33016,"Pizza Place,Restaurant,Pizza",25
531,FL,34771,Pizza Place,25
532,FL,32084,"Pizza,Italian Restaurants,Restaurants,Pizza Place",25
533,FL,33813,Pizza Place,25
534,FL,33433,Pizza Place,25
535,FL,33755,"Pizza Place,Italian Restaurant,Restaurant,Pizza Place and Italian Restaurant",25
536,FL,33019,"Pizza Place,American Restaurant,Pizza Place and American Restaurant",40
537,FL,32922,"Pizza Place,Italian Restaurant",25
538,FL,33578,Pizza Place,25
539,FL,33781,Pizza Place,25
540,FL,32256,"Pizza,Restaurants,Pizza Place",25
541,FL,33483,"Italian Restaurant,Pizza Place,Pizza,Restaurants",40
542,FL,32303,"American Restaurant,Pizza Place",40
543,FL,33021,Pizza Place,25
544,FL,33629,Pizza Place,25
545,FL,32128,"Pizza Place,Restaurant",25
546,FL,32904,"Pizza Place,Pizza,Take Out Restaurants,Restaurants",25
547,FL,33830,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant",25
548,FL,34769,Pizza Place,25
549,FL,32801,"Pizza Place,Italian Restaurant,Restaurant,Italian,Pizza",40
550,FL,33823,Pizza Place,25
551,FL,32669,"Pizza Place,Restaurant",25
552,FL,32615,Pizza Place,25
553,FL,32608,"Pizza Place,Pizza,Italian Restaurants,Restaurants",25
554,FL,34609,"Pizza Place,Pizza,Restaurants,Italian Restaurants",25
555,FL,32569,Pizza Place,25
556,GA,31401,Pizza Place,25
557,GA,30064,"Restaurant,Pizza Place",25
558,GA,30542,"Pizza,Italian,Food Delivery,Pizza Place,Restaurants",40
559,GA,31093,Pizza Place,25
560,GA,30308,"Mediterranean Restaurant,Restaurant,Pizza Place,Pizza Place and Mediterranean Restaurant",25
561,GA,30605,Pizza Place,25
562,GA,30022,Pizza Place,25
563,GA,30214,Pizza Place,25
564,GA,30024,Pizza Place,25
565,GA,30153,"Italian,Pizza Place",25
566,GA,30339,"Restaurant,Pizza Place,Restaurants",40
567,GA,30331,Pizza Place,25
568,GA,30046,"Pizza,Restaurant,Pizza Place,Restaurants",25
569,GA,30017,Pizza Place,25
570,GA,30306,"Pizza,Restaurant,Pizza Place,Restaurants",25
571,GA,30067,"Greek Restaurant,Pizza Place",40
572,GA,30066,Pizza Place,25
573,GA,30274,Pizza Place,25
574,GA,30117,"Pizza Place,Restaurants",25
575,GA,30117,"Pizza,Pizza Place",25
576,GA,30518,"Pizza,Carry-out food,Pizza Place,Restaurants",25
577,GA,31210,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",25
578,GA,30022,"Pizza Place,Restaurants",25
579,GA,30122,"Pizza Place,Restaurants",25
580,GA,30318,Pizza Place,20
581,GA,30043-3324,"Restaurant,Pizza Restaurants,Pizza Place,Restaurants",25
582,GA,31709,Pizza Place,40
583,GA,30115,"Restaurant,Pizza Place",25
584,GA,30214,"Restaurant,Pizza Place",25
585,GA,30354,"Restaurant,Pizza Place",25
586,GA,30350,"Restaurant,Pizza Place",25
587,GA,30605,"Restaurant,Pizza Place",25
588,GA,30306,"Restaurant,Pizza Place,Arcade",25
589,GA,30080,"Restaurant,Pizza Place",25
590,GA,30062,"Restaurant,Pizza Place",40
591,GA,30041,"Restaurant,Pizza Place",25
592,GA,30013,"Restaurant,Pizza Place",25
593,GA,31324,"Restaurant,Pizza Place",25
594,GA,31210,"Pizza,Restaurant,Pizza Place",25
595,GA,30161,"Restaurant,Pizza Place",25
596,GA,30314,"Restaurant,Pizza Place,Pizza Place Castleberry Hill",25
597,GA,30024,"Restaurant,Pizza Place",40
598,GA,30045,"Restaurant,Bar,Pizza Place",40
599,GA,30030,"Restaurant,Pizza Place",25
600,GA,30501,Pizza Place,25
601,GA,30252,Pizza Place,25
602,GA,30013,Pizza Place,25
603,GA,30014,Pizza Place,25
604,GA,30341,"Pizza,Italian Restaurant,Restaurant,Pizza Place",40
605,GA,30313,"Lounge,Pizza Place,Restaurant",55
606,GA,30096,"Pizza Place,wich Place,Italian Restaurant,Pizza,Restaurants,Pizza Place, Sandwich Place, and Italian Restaurant",25
607,GA,30022,"Pizza Place,Pizza,Italian Restaurants,Restaurants",25
608,GA,30144,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant,Restaurants",40
609,GA,30040,"Pizza Place,Pizza,Restaurants,Restaurant",25
610,GA,30265,Pizza Place,25
611,GA,30030,"Pizza Place,American Restaurant,Pizza Place and American Restaurant Oakhurst,Pizza Place and American Restaurant",40
612,GA,30022,Pizza Place,40
613,GA,30019,"Restaurant,Pizza Place",25
614,GA,30907,"Pizza Place,Pizza,personal services,Restaurant",25
615,GA,30180,Pizza Place,25
616,GA,30068,"Pizza Place,Restaurant",40
617,GA,30265,Pizza Place,25
618,GA,30132,Pizza Place,40
619,GA,31021,"Pizza Place,Restaurant",25
620,GA,30248,Pizza Place,25
621,HI,96744,Pizza Place,25
622,IA,52240,"Restaurant,Pizza Place",25
623,IA,52240,"Pizza,Restaurant,Pizza Place,Restaurants",25
624,IA,52241,"Pizza,Restaurant,Italian,Food Delivery,Pizza Place",25
625,IA,50266,"Pizza,Pizza Place,Restaurants",40
626,IA,50125,"Pizza Place,Pub",25
627,IA,50265,Pizza Place,25
628,IA,52722,"Pizza,Restaurant,Gastropub,Pizza Place,Restaurants",55
629,IA,50265,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",25
630,IA,52302,"Restaurant,Pizza Place",40
631,IA,52722,"Pizza Place,Sports Bar",25
632,IA,52404,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",25
633,IA,50310,"Restaurant,Pizza Place,Pizza Place Beaverdale",40
634,IA,52314,"Pizza Place,Catering,Restaurants",25
635,IA,50009,"Restaurants,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
636,IA,52101,"Pizza Place,Restaurant",25
637,ID,83702,"Pizza,Pizza Restaurants,Pizza Place,Restaurants",25
638,ID,83815,"Pizza,Restaurant,American Restaurant,Pizza Place,Restaurants",40
639,ID,83705,"Pizza,Restaurant,Pizza Place,Restaurants",25
640,ID,83301,Pizza Place,25
641,IL,62220,Pizza Place,25
642,IL,62298,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",25
643,IL,60462,"Italian Restaurant,Pizza Place",25
644,IL,60634,Pizza Place,25
645,IL,60192,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",25
646,IL,60647,"Pizza,Restaurant,Pizza Place",40
647,IL,60174,"Restaurant,Pizza Place",25
648,IL,60634,Pizza Place,25
649,IL,60084,"Bar,Pub, Pizza Place, and Bar,Pizza Place,Pub",25
650,IL,62208,"Pizza Place,Catering,Restaurants",25
651,IL,60614,"Pizza,Restaurant,Pizza Restaurants,Pizza Place,Pizza Place Park West,Restaurants",25
652,IL,60085,Pizza Place,25
653,IL,60515,"American Restaurant,Pizza Place",25
654,IL,60018,"Italian Restaurant,Pizza Place",40
655,IL,60805,"Restaurant,Bar,Funeral Home,Pizza Place, Bar, and Funeral Home,Pizza Place,Pizza Place and Bar",40
656,IL,60007,Pizza Place,25
657,IL,61704,"Italian Restaurant,Pizza Place",25
658,IL,60430,Pizza Place,25
659,IL,60467,"Pizza,Restaurant,Pizza Place,Restaurants",25
660,IL,60560,"Italian Restaurant,Pizza Place",25
661,IL,61820,"Pizza,Carry-out food,Pizza Place,Restaurants",25
662,IL,60515,Pizza Place,25
663,IL,60076,"Restaurant,Pizza Place",25
664,IL,60502,Pizza Place,25
665,IL,60018,Pizza Place,25
666,IL,60611,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",25
667,IL,60805,Pizza Place,40
668,IL,60471,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",25
669,IL,60645,"Pizza,Restaurant,Pizza Restaurants,Caterers,Pizza Place,Restaurants",25
670,IL,61820,"Pizza,Restaurant,Pizza Place,Restaurants",40
671,IL,60148,"Restaurant,Pizza Place,Restaurants",40
672,IL,60506,"Pizza Place,Restaurants",25
673,IL,60516,Pizza Place,25
674,IL,62711,"Pizza,Pizza Place,Pub",25
675,IL,61801,"Pizza,Restaurant,Pizza Place,Restaurants",25
676,IL,60108,"Pizza,Restaurant,Pizza Place,Restaurants",30
677,IL,60609,"Pizza,Restaurant,Pizza Place,Restaurants",25
678,IL,60613,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",25
679,IL,60610,"Pizza,Italian Restaurant,Restaurant,Pizza Place,Restaurants",40
680,IL,60471,Pizza Place,25
681,IL,60622,"Restaurant,Pizza Place",25
682,IL,60045,"Restaurant,Pizza Place",25
683,IL,60193,Pizza Place,25
684,IL,60191,Pizza Place,40
685,IL,60148,"Restaurant,Pizza Place",40
686,IL,60532,Pizza Place,25
687,IL,60639,"Restaurant,Pizza Place Kelvin Park,Pizza Place",25
688,IL,60607,"Restaurant,Pizza Place West Town,Pizza Place,Restaurant West Town",25
689,IL,60506,"Restaurant,Pizza Place",25
690,IL,60622,"Pizza,Restaurant,Pizza Place",40
691,IL,60173,"Restaurant,Pizza Place",25
692,IL,60202,"Restaurant,Pizza Place",40
693,IL,60462,"Restaurant,Pizza Place",25
694,IL,60154,"Restaurant,Pizza Place",25
695,IL,60035,"Restaurant,Pizza Place",25
696,IL,60631,"Restaurant,Pizza Place Northwest Side,Pizza Place",40
697,IL,60607,"Pizza,Italian Restaurant,Restaurant,Pizza Restaurants,Italian,Pizza Place,Restaurants",25
698,IL,61611,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",25
699,IL,60515,"Pizza,Italian restaurants,Pizza Place,Restaurants",25
700,IL,60622,"Pizza,Restaurant,Pizza Place,Restaurants",25
701,IL,61201,"Restaurant,Pizza Place",25
702,IL,60614,"Restaurant,Pizza Place",30
703,IL,60622,"Pizza,Restaurant,American,Pizza Place,Pizza Place East Ukrainian Village",40
704,IL,60607,"Restaurant,Pizza Place",25
705,IL,61264,"Restaurant,Pizza Place",25
706,IL,60133,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",25
707,IL,60177,"Pizza,Restaurant,Pizza Place,Restaurants",25
708,IL,60018,Pizza Place,25
709,IL,60106,Pizza Place,25
710,IL,60631,Pizza Place,25
711,IL,60115,"Pizza,Pizza Place,Restaurants",25
712,IL,60139,Pizza Place,25
713,IL,60451,"Restaurant,Pizza Place",25
714,IL,60602,"Restaurant,Pizza Place",25
715,IL,60018,"Restaurant,Pizza Place",25
716,IL,60005,"Restaurant,Pizza Place",40
717,IL,60610,"Restaurant,Pizza Place",25
718,IL,60607,Pizza Place,25
719,IL,60171,"Restaurant,Pizza Place",25
720,IL,60020,Pizza Place,25
721,IL,60613,Pizza Place,40
722,IL,60626,"Pizza,Restaurant,Pizza Place",25
723,IL,60614,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",55
724,IL,60657,"Pizza,Restaurant,Italian,Chain Restaurant,Pizza Place Lakeview,Pizza Place",40
725,IL,60613,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place,Restaurants",25
726,IL,60640,"Italian Restaurant,Pizza Place",25
727,IL,60642,"Pizza,Restaurant,Pizza Place Fulton Market,Pizza Place",25
728,IL,60402,Pizza Place,25
729,IL,60462,"Italian Restaurant,Pizza Place",40
730,IL,60608,"Restaurant,Pizza Place",25
731,IL,60453,Pizza Place,25
732,IL,60201,Pizza Place,40
733,IL,60714,Pizza Place,25
734,IL,60056,"Italian Restaurant,Pizza Place",25
735,IL,60506,Pizza Place,25
736,IL,60098,Pizza Place,25
737,IL,60451,"Pizza Place,Italian Restaurant",25
738,IL,60062,Pizza Place,40
739,IL,60062,"Pizza Place,Restaurant",25
740,IL,60618,"Pizza Place,Italian Restaurant",25
741,IL,60647,"Pizza Place,Restaurant,Pizza",25
742,IL,60056,"Pizza Place,Italian Restaurant",25
743,IL,60126,"Pizza Place,Restaurant",25
744,IL,60423,"American Restaurant,Pizza Place,American Restaurant and Pizza Place",40
745,IL,60120,Pizza Place,25
746,IL,60053,Pizza Place,40
747,IL,60632,"Pizza Place,Pizza Place Brighton Park",25
748,IL,60660,"Pizza Place,Pizza Place Edgewater,Caterers,Restaurants,Italian Restaurants,Pizza",25
749,IL,60607,Pizza Place,25
750,IL,60608,Pizza Place,25
751,IL,60617,"Pizza Place,Caterers,Restaurants,Pizza Place Grand Crossing,Pizza Place Avalon Park,Pizza",25
752,IL,60402,"Pizza,Restaurants,Take Out Restaurants,Pizza Place",25
753,IL,60177,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
754,IL,60187,Pizza Place,25
755,IL,60031,"Pizza Place,Coffee Shop",25
756,IL,60645,"Pizza Place,Pub",40
757,IL,60622,"Pizza Place,Pizza,Restaurants,Restaurant,Pizza Place West Town",25
758,IL,61201,Pizza Place,25
759,IL,62294,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant,Restaurant",25
760,IL,62236,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
761,IL,60611,"Pizza Place,Restaurant",25
762,IL,60714,Pizza Place,25
763,IL,60473,Pizza Place,25
764,IL,60506,Pizza Place,25
765,IL,60174,"Pizza Place,Restaurants",25
766,IN,46360,"Restaurant,Pizza Place,Restaurants",25
767,IN,46204,"Pizza,Pizza Place,Restaurants",40
768,IN,47711,"Restaurant,Pizza Place",40
769,IN,47711,Pizza Place,25
770,IN,46060,"Pizza,Restaurant,Pizza Place,Restaurants",25
771,IN,46217,Pizza Place,40
772,IN,46220,"Brewery,Bar,Pizza Place",40
773,IN,46307,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",25
774,IN,46226,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",25
775,IN,46733,Pizza Place,25
776,IN,46163,Pizza Place,25
777,IN,47362,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
778,IN,47591,"Restaurant,Pizza Place,Restaurants",25
779,IN,47710,Pizza Place,25
780,IN,46131,Pizza Place,25
781,IN,46037,Pizza Place,25
782,IN,46032,Pizza Place,25
783,IN,46637,Pizza Place,30
784,IN,47303,Pizza Place,25
785,IN,46563,Pizza Place,25
786,IN,46304,"Pizza Place,Catering,Restaurants",25
787,IN,46825,"Pizza Place,Restaurants",25
788,IN,47404,"Pizza Place,Restaurants",25
789,IN,46544,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",25
790,IN,46952,"Pizza,Pizza Place,Restaurants",25
791,IN,47401,"Pizza Place,Restaurants",25
792,IN,46226,"Pizza,Restaurant,Pizza Place,Restaurants",25
793,IN,46805,"Pizza Place,Restaurants",25
794,IN,47274,"Restaurant,Pizza Place",40
795,IN,46703,"Restaurant,Pizza Place",40
796,IN,46750,"Pizza,Restaurant,Pizza Place,Restaurants",40
797,IN,46229,"Pizza,Restaurant,Food Delivery,Pizza Place,Restaurants",40
798,IN,46226,"Restaurant,Pizza Place",25
799,IN,46237,"Restaurant,Pizza Place,Restaurants",25
800,IN,46220,"Pizza,Restaurant,Italian Restaurant,Pizza Place,Restaurants",25
801,IN,46706,"Restaurant,Pizza Place",25
802,IN,47302,"Restaurant,Pizza Place",25
803,IN,46601,"Restaurant,wich Place,Pizza Place",25
804,IN,46615,"Restaurant,Pizza Place",40
805,IN,47710,"Restaurant,Pizza Place",25
806,IN,46016,"Restaurant,Pizza Place",25
807,IN,46016,"Pizza,Pizza Place,Restaurants",25
808,IN,46032,"Restaurant,Pizza Place",40
809,IN,47408,"Italian Restaurant,Pizza Place",25
810,IN,46204,Pizza Place,40
811,IN,46220,"Italian Restaurant,Pizza Place,Restaurant,Italian Restaurant and Pizza Place,Italian Restaurant and Pizza Place Eastwood",40
812,IN,46220,"Restaurant,Pizza Place",25
813,IN,46224,"Restaurant,Pizza Place",25
814,IN,46033,"Restaurant,Pizza Place",25
815,IN,46320,"Pizza Place,Italian Restaurant",25
816,IN,46142,"Pizza Place,Pizza,Restaurants,Italian Restaurants",25
817,IN,46628,"Italian Restaurant,Pizza Place,Restaurant,Italian Restaurant and Pizza Place",40
818,IN,46250,"Restaurant,Pizza Place",40
819,IN,46254,"Pizza Place,Restaurants,Pizza Place Eagledale",25
820,IN,46237,Pizza Place,25
821,IN,46176,"Pizza Place,Lounge,Restaurant",25
822,IN,46615,"Pizza Place,Pizza,Take Out Restaurants,Restaurants",25
823,IN,46219,Pizza Place,25
824,IN,47546,"Pizza Place,Restaurant",25
825,IN,46227,Pizza Place,25
826,IN,46619,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",25
827,IN,46755,"Pizza Place,Kendallville Restaurants",25
828,KS,66044,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants,Pizza Place Oread",25
829,KS,66106,"Restaurant,Pizza Place Argentine,Pizza Place,Restaurants",25
830,KS,67206,"Restaurant,Pizza Place",25
831,KS,66219,"Restaurant,Pizza Place",40
832,KS,67226,"Pizza,Carry-out food,Pizza Place,Restaurants",25
833,KS,66067,Pizza Place,25
834,KS,66202,"Restaurant,Pizza Place,Restaurants",25
835,KS,66062,"Restaurant,Pizza Place",25
836,KS,67401,"Restaurant,Pizza Place",25
837,KS,67206,"Restaurant,Pizza Place",25
838,KS,66606,"Pizza Place,Restaurant",25
839,KS,66618,"Pizza Place,Restaurant",25
840,KY,41042,Pizza Place,25
841,KY,41015,Pizza Place,25
842,KY,40507,Pizza Place,25
843,KY,40204,"Restaurant,Bar,Pizza Place",25
844,KY,40299,"Pizza Place,Pizza Place East Louisville",40
845,KY,40207,"Restaurant,Pizza Place,Restaurants",25
846,KY,40222,"Restaurant,Pizza Place",25
847,KY,40207,"Bar,Pizza Place,Pub",40
848,KY,41076,Pizza Place,25
849,KY,40205,Pizza Place,25
850,KY,40202,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
851,KY,41042,Pizza Place,25
852,KY,40508,"Pizza,Pizza Place Historic South Hill,Pizza Place,Restaurants",25
853,KY,40214,"Restaurant,Pizza Place",25
854,KY,40241,Pizza Place,25
855,KY,41042,"Restaurant,Pizza Place",25
856,KY,40324,Pizza Place,25
857,KY,40202,Pizza Place,25
858,KY,40059,Pizza Place,40
859,KY,42003,Pizza Place,25
860,KY,41042,"Pizza Place,American Restaurants,Restaurants,Pizza",25
861,LA,70119,Pizza Place,40
862,LA,71301,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
863,LA,70503,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
864,LA,70448,"Restaurant,Pizza Place",25
865,LA,70115,"Italian Restaurant,Pizza Place",40
866,LA,70001,Pizza Place,25
867,LA,71360,"Restaurant,Pizza Place",25
868,LA,70115,"Pizza,Italian restaurants,Pizza Place,Restaurants",25
869,LA,70115,"Pizza Place,Pizza Place Freret,Restaurants,restaurant,Italian Restaurants,Pizza",40
870,LA,70508,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",25
871,LA,71241,Pizza Place,25
872,MD,21224,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",25
873,MD,21201,"Rock Club,Pizza Place and Rock Club Charles North,Pizza Place and Rock Club,Pizza Place",40
874,MD,21921,Pizza Place,25
875,MD,21221,Pizza Place,25
876,MD,20737,Pizza Place,25
877,MD,21212,Pizza Place,25
878,MD,21804,"Pizza,American Restaurants,Pizza Place,Restaurants",40
879,MD,21227,"Italian Restaurant,Pizza Place",25
880,MD,20745,"Italian Restaurant,Pizza Place",40
881,MD,21842,Pizza Place,25
882,MD,21224,"Restaurant,Pizza Place",25
883,MD,21040,Pizza Place,25
884,MD,21230,"Bar,Bar and Pizza Place,Pizza Place",40
885,MD,21842,"Pizza,Pizza Place,Restaurants",25
886,MD,20854,"Pizza Place,Catering,Restaurants",40
887,MD,21001,"Pizza,Caterers,American restaurants,Pizza Place,Restaurants",25
888,MD,21230,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
889,MD,21701,"Pizza,Restaurant,Pizza Place,Restaurants",25
890,MD,21043,Pizza Place,25
891,MD,21201,Pizza Place,25
892,MD,21777,"Pizza,Caterers,Pizza Place,Restaurants",25
893,MD,21401,"Pizza,Pizza Place,Restaurants,Italian Restaurants",25
894,MD,21784,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
895,MD,20707,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",25
896,MD,20854,"Italian Restaurant,Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
897,MD,21117,"Pizza Place,Restaurants",25
898,MD,21244,Pizza Place,25
899,MD,20876,Pizza Place,25
900,MD,21001,"Italian Restaurant,Pizza Place",40
901,MD,21202,"Pizza Place,Pizza Place Mid-Town Belvedere",25
902,MD,21211,"Pizza Place,Catering,Restaurants,Sandwich Shops,Pizza",25
903,MD,21787,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
904,MI,48071,"Pizza,Carry-out food,Pizza Place,Restaurants",40
905,MI,49512,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",40
906,MI,48187,"Indian Restaurant,Pizza Place",25
907,MI,49684,Pizza Place,25
908,MI,48047,"Restaurant,Pizza Place,Restaurants",40
909,MI,48185,"Pizza,Restaurant,Pizza Place,Restaurants",25
910,MI,48335,"Restaurant,Pizza Place",25
911,MI,48044,Pizza Place,25
912,MI,48858,"Pizza,Restaurant,Pizza Place,Restaurants",25
913,MI,48603,"Restaurant,Pizza Place,Restaurants",25
914,MI,48823,Pizza Place,25
915,MI,49048,"Restaurant,Spa,Pizza Place",25
916,MI,49442,"Pizza,Restaurant,Pizza Place,Restaurants",25
917,MI,48073,"Restaurant,Pizza Place",25
918,MI,49453,Pizza Place,25
919,MI,48104,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
920,MI,48051,"Restaurant,Pizza Place,Restaurants",25
921,MI,48864,"Pizza,Pizza Place,Restaurants",25
922,MI,48104,Pizza Place,25
923,MI,49015,"Pizza,Restaurant,Pizza Place and Sandwich Place,wich Place,Pizza Place,Sandwich Place,Restaurants",25
924,MI,49930,"Pizza Place,Restaurants",25
925,MI,48823,"Greek Restaurant,Pizza Place",25
926,MI,49006,Pizza Place,25
927,MI,48423,"Pizza Place,Restaurants",25
928,MI,49464,"Restaurant,Pizza Place,Restaurants,Mi\\pizza Place",25
929,MI,49424,"Pizza,Restaurant,Caterers,shop,Pizza Place,Restaurants",25
930,MI,48108,"Pizza Place,Catering,Restaurants",25
931,MI,48430,"Restaurant,Pizza Place,Restaurants",25
932,MI,48192,"Pizza Place,Restaurants",25
933,MI,48212,"Restaurant,Pizza Place,Restaurants",40
934,MI,49008,"Pizza,Restaurant,Pizza Place,Catering,Restaurants",25
935,MI,48104,"Pizza Place,Restaurants",25
936,MI,49445,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",25
937,MI,49629,Pizza Place,25
938,MI,49024,"Pizza,Restaurant,wich Place,Pizza Place,Sandwich Place,Restaurants",25
939,MI,48034,Pizza Place,25
940,MI,49455,"Pizza Place,Restaurants",25
941,MI,48072-0916,"Pizza,Restaurant,Pizza Place,Restaurants",25
942,MI,48854,"Pizza,Restaurant,Pizza Place,Restaurants",25
943,MI,48185,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
944,MI,49512,Pizza Place,25
945,MI,48453,Pizza Place,25
946,MI,48089,Pizza Place,25
947,MI,48044,"Restaurant,Pizza Place,Restaurants",40
948,MI,48044,"Restaurant,Pizza Place",25
949,MI,48066,"Restaurant,Pizza Place",25
950,MI,48071,"Restaurant,Pizza Place",25
951,MI,49006,"Restaurant,Pizza Place",25
952,MI,48088,"Restaurant,Pizza Place",25
953,MI,48176,"Restaurant,Pizza Place",25
954,MI,48309,"Restaurant,Pizza Place Rochester,Pizza Place",25
955,MI,48423,"Restaurant,Pizza Place",25
956,MI,48334,"Restaurant,Pizza Place",25
957,MI,48197,"Restaurant,Pizza Place",40
958,MI,48858,"Restaurant,Pizza Place",25
959,MI,48642,"Restaurant,Pizza Place,Restaurants",20
960,MI,48047,"Restaurant,Pizza Place",25
961,MI,48152,"Restaurant,Pizza Place",25
962,MI,48036,"Restaurant,Pizza Place",25
963,MI,49686,"Restaurant,Pizza Place",25
964,MI,48152,"Restaurant,Pizza Place",25
965,MI,49525,"Restaurant,Pizza Place",25
966,MI,48051,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",25
967,MI,49442,Pizza Place,25
968,MI,49426,"Restaurant,Pizza Place and Sandwich Place,wich Place,Pizza Place,Pizza Restaurant,Sandwich Place",25
969,MI,48081,"Restaurant,Pizza Place",25
970,MI,48375,Pizza Place,25
971,MI,48038,Pizza Place,25
972,MI,49424,Pizza Place,25
973,MI,48185,"Pizza,Pizza Place,Restaurants",25
974,MI,49316,"Pizza Place,Restaurant",40
975,MI,48167,"Pizza Place,Bar,Pizza Place and Bar",40
976,MI,48009,"Pizza Place,Restaurants",25
977,MI,48192,"Pizza Place,Restaurants",25
978,MI,48084,"Restaurant,Pizza Place",25
979,MI,48341,"Pizza Place,Restaurant,Restaurants,Pizza",25
980,MI,49636,"Pizza Place,Deli / Bodega,Pizza Place and Deli / Bodega",25
981,MI,49117,"Pizza Place,Caterers,Restaurants,Pizza",25
982,MI,48197,Pizza Place,25
983,MI,49509,Pizza Place,25
984,MI,49660,"Pizza,Restaurants,Pizza Place,Restaurant,Catering",25
985,MI,49302,Pizza Place,25
